ID,mushroom_id,cap-shape,cap-surface,cap-color,bruises,number_of_bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
6569,7457,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6570,7460,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6571,7461,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6572,7462,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,p
6573,7463,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6574,7464,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6575,7465,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6576,7468,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6577,7469,convex,scaly,red,no,0,musty,gills attached to stalk,close,broad,white,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6578,7470,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6579,7471,knobbed,scaly,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6580,7472,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6581,7473,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6582,7475,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6583,7476,convex,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6584,7477,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6585,7478,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6586,7479,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6587,7480,knobbed,scaly,brown,no,0,musty,gills attached to stalk,close,broad,yellow,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6588,7481,flat,smooth,brown,bruises,9,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,several,paths,e
6589,7482,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6590,7485,flat,scaly,red,no,0,musty,gills attached to stalk,close,broad,yellow,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6591,7486,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6592,7487,knobbed,scaly,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6593,7489,flat,scaly,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6594,7491,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6595,7492,flat,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6596,7493,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6597,7495,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6598,7496,convex,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6599,7497,knobbed,scaly,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6600,7498,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6601,7499,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6602,7500,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6603,7501,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6604,7502,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6605,7503,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,p
6606,7504,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6607,7505,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6608,7507,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,p
6609,7508,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6610,7509,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6611,7511,flat,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6612,7513,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6613,7514,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6614,7515,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6615,7519,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6616,7524,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6617,7527,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6618,7528,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6619,7529,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6620,7530,convex,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6621,7532,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6622,7533,convex,smooth,brown,no,0,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,scaly,scaly,brown,brown,partial,white,2,pendant,white,solitary,paths,e
6623,7534,knobbed,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6624,7535,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6625,7536,flat,scaly,cinnamon,no,0,musty,gills free from stalk,close,broad,yellow,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6626,7540,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6627,7541,knobbed,fibrous,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6628,7542,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6629,7544,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6630,7545,flat,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6631,7548,flat,smooth,pink,bruises,19,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,several,paths,e
6632,7549,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6633,7550,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6634,7551,knobbed,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6635,7552,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6636,7557,knobbed,scaly,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6637,7559,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6638,7560,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6639,7562,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6640,7563,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6641,7564,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6642,7565,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6643,7566,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6644,7568,flat,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6645,7569,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6646,7570,knobbed,smooth,brown,no,0,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,scaly,scaly,brown,brown,partial,white,2,pendant,white,solitary,paths,e
6647,7572,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,p
6648,7573,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6649,7575,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,p
6650,7576,knobbed,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6651,7579,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6652,7580,knobbed,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6653,7581,knobbed,fibrous,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6654,7582,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6655,7583,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6656,7584,bell,fibrous,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6657,7585,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6658,7586,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6659,7587,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6660,7588,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6661,7589,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6662,7590,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6663,7591,flat,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6664,7592,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6665,7593,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6666,7594,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6667,7596,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6668,7597,convex,smooth,brown,bruises,20,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,several,paths,e
6669,7598,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6670,7599,knobbed,scaly,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6671,7602,convex,smooth,brown,bruises,22,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,solitary,paths,e
6672,7603,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6673,7604,knobbed,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6674,7605,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6675,7606,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6676,7609,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6677,7610,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6678,7611,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6679,7613,knobbed,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6680,7614,knobbed,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths,p
6681,7615,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6682,7616,knobbed,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6683,7618,flat,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6684,7619,knobbed,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6685,7622,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6686,7623,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6687,7625,flat,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6688,7626,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6689,7628,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths,p
6690,7631,bell,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6691,7632,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6692,7633,flat,scaly,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6693,7635,convex,scaly,red,no,0,musty,gills free from stalk,close,broad,yellow,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6694,7637,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6695,7638,convex,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6696,7639,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6697,7640,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6698,7641,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6699,7642,knobbed,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6700,7643,knobbed,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6701,7644,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6702,7645,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6703,7649,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6704,7650,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6705,7651,bell,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6706,7653,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6707,7654,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths,p
6708,7655,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6709,7656,flat,scaly,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6710,7659,knobbed,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6711,7660,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6712,7661,convex,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6713,7662,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6714,7663,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6715,7666,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,p
6716,7667,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6717,7668,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6718,7669,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6719,7670,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6720,7671,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6721,7672,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6722,7673,flat,scaly,cinnamon,bruises,8,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,several,paths,e
6723,7676,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
6724,7677,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
